Table,Description_table,Field,Description,Data Type,Length,Column,Date
F0401,Supplier Master,A6INMG,Print Message,String,10,36,2025-07-15 09:36:08.224336
F0401,Supplier Master,A6HOLD,Hold Orders Code,String,2,37,2025-07-15 09:36:08.224336
F0401,Supplier Master,A6ROUT,Route Code,String,3,38,2025-07-15 09:36:08.224336
F0401,Supplier Master,A6STOP,Stop Code,String,3,39,2025-07-15 09:36:08.224336
F0401,Supplier Master,A6ZON,Zone Number,String,3,40,2025-07-15 09:36:08.224336
F0401,Supplier Master,A6ANCR,Carrier Number,Numeric,8,41,2025-07-15 09:36:08.224336
F0401,Supplier Master,A6CARS,Carrier Number,Numeric,8,42,2025-07-15 09:36:08.224336
F0401,Supplier Master,A6DEL1,Delivery Instructions Line 1,String,30,43,2025-07-15 09:36:08.224336
F0401,Supplier Master,A6DEL2,Delivery Instructions Line 2,String,30,44,2025-07-15 09:36:08.224336
F0401,Supplier Master,A6LTDT,Transit Days,Numeric,5,45,2025-07-15 09:36:08.224336
F0401,Supplier Master,A6FRTH,Freight Handling Code,String,3,46,2025-07-15 09:36:08.224336
F0401,Supplier Master,A6INVC,Invoice Copies,Numeric,2,47,2025-07-15 09:36:08.224336
F0401,Supplier Master,A6PLST,Price Pick List (Y/N),Character,1,48,2025-07-15 09:36:08.224336
F0401,Supplier Master,A6WUMD,Unit of Measure - Weight Display,String,2,49,2025-07-15 09:36:08.224336
F0401,Supplier Master,A6VUMD,Unit of Measure - Volume Display,String,2,50,2025-07-15 09:36:08.224336
F0401,Supplier Master,A6PRP5,Purchasing Category Code 5,String,3,51,2025-07-15 09:36:08.224336
F0401,Supplier Master,A6EDPM,Batch Processing Mode,Character,1,52,2025-07-15 09:36:08.224336
F0401,Supplier Master,A6EDCI,Customer Type Identifier,Character,1,53,2025-07-15 09:36:08.224336
F0401,Supplier Master,A6EDII,Item Type Identifier,Character,1,54,2025-07-15 09:36:08.224336
F0401,Supplier Master,A6EDQD,Quantity Decimals,Numeric,1,55,2025-07-15 09:36:08.224336
F0401,Supplier Master,A6EDAD,Amount Decimals,Numeric,1,56,2025-07-15 09:36:08.224336
F0401,Supplier Master,A6EDF1,Delivery Note,Character,1,57,2025-07-15 09:36:08.224336
F0401,Supplier Master,A6EDF2,Item Restrictions,Character,1,58,2025-07-15 09:36:08.224336
F0401,Supplier Master,A6VI01,Supplier/Parent Rebate level,Character,1,59,2025-07-15 09:36:08.224336
F0401,Supplier Master,A6VI02,Supplier Rebate Code,Character,1,60,2025-07-15 09:36:08.224336
F0401,Supplier Master,A6VI03,Special Instruction 03,Character,1,61,2025-07-15 09:36:08.224336
F0401,Supplier Master,A6VI04,Special Instruction 04,Character,1,62,2025-07-15 09:36:08.224336
F0401,Supplier Master,A6VI05,Special Instruction 05,Character,1,63,2025-07-15 09:36:08.224336
F0401,Supplier Master,A6MNSC,Minimum Check Amount Code,Character,1,64,2025-07-15 09:36:08.224336
F0401,Supplier Master,A6ATO,Address Type - User Code 5,Character,1,65,2025-07-15 09:36:08.224336
F0401,Supplier Master,A6RVNT,Revenue Netted (Y/N),Character,1,66,2025-07-15 09:36:08.224336
F0401,Supplier Master,A6URCD,User Reserved Code,String,2,67,2025-07-15 09:36:08.224336
F0401,Supplier Master,A6URDT,User Reserved Date,Date,6,68,2025-07-15 09:36:08.224336
F0401,Supplier Master,A6URAT,User Reserved Amount,Numeric,15,69,2025-07-15 09:36:08.224336
F0401,Supplier Master,A6URAB,User Reserved Number,Numeric,8,70,2025-07-15 09:36:08.224336
F0401,Supplier Master,A6URRF,User Reserved Reference,String,15,71,2025-07-15 09:36:08.224336
F0401,Supplier Master,A6USER,User ID,String,10,72,2025-07-15 09:36:08.224336
F0401,Supplier Master,A6PID,Program ID,String,10,73,2025-07-15 09:36:08.224336
F0401,Supplier Master,A6JOBN,Work Station ID,String,10,74,2025-07-15 09:36:08.224336
F0401,Supplier Master,A6UPMJ,Date - Updated,Date,6,75,2025-07-15 09:36:08.224336
F0401,Supplier Master,A6UPMT,Time - Last Updated,Numeric,6,76,2025-07-15 09:36:08.224336
F0401,Supplier Master,A6ASN,Price and Adjustment Schedule,String,8,77,2025-07-15 09:36:08.224336
F0401,Supplier Master,A6CRMD,Send Method,Character,1,78,2025-07-15 09:36:08.224336
F0401,Supplier Master,A6AVCH,Code - Evaluated Receipt Settlement,Character,1,79,2025-07-15 09:36:08.224336
F0401,Supplier Master,A6ATRL,Automation Rule,String,2,80,2025-07-15 09:36:08.224336
F4117,Item Master - Service/Warranty Extension,PRITM,Item Number - Short,Numeric,8,1,2025-07-15 09:36:08.224336
F4117,Item Master - Service/Warranty Extension,PRPRODM,Product Model,String,8,2,2025-07-15 09:36:08.224336
F4117,Item Master - Service/Warranty Extension,PRPRODF,Product Family,String,8,3,2025-07-15 09:36:08.224336
F4117,Item Master - Service/Warranty Extension,PRMCUZ,Business Unit - Alt,String,12,4,2025-07-15 09:36:08.224336
F4117,Item Master - Service/Warranty Extension,PRDCD1,Disposition Code 1,String,3,5,2025-07-15 09:36:08.224336
F4117,Item Master - Service/Warranty Extension,PRDCD2,Disposition Code 2,String,3,6,2025-07-15 09:36:08.224336
F4117,Item Master - Service/Warranty Extension,PRDCD3,Disposition Code 3,String,3,7,2025-07-15 09:36:08.224336
F4117,Item Master - Service/Warranty Extension,PRDCD4,Disposition Code 4,String,3,8,2025-07-15 09:36:08.224336
F4117,Item Master - Service/Warranty Extension,PRDCD5,Disposition Code 5,String,3,9,2025-07-15 09:36:08.224336
F4117,Item Master - Service/Warranty Extension,PRCRTU,Created by user,String,10,10,2025-07-15 09:36:08.224336
F4117,Item Master - Service/Warranty Extension,PRUSER,User ID,String,10,11,2025-07-15 09:36:08.224336
F4117,Item Master - Service/Warranty Extension,PRPID,Program ID,String,10,12,2025-07-15 09:36:08.224336
F4117,Item Master - Service/Warranty Extension,PRJOBN,Work Station ID,String,10,13,2025-07-15 09:36:08.224336
F4117,Item Master - Service/Warranty Extension,PRUPMJ,Date - Updated,Date,6,14,2025-07-15 09:36:08.224336
F4117,Item Master - Service/Warranty Extension,PRUPMT,Time - Last Updated,Numeric,6,15,2025-07-15 09:36:08.224336
F4117,Item Master - Service/Warranty Extension,PRRTRND,Returnable Flag,Character,1,16,2025-07-15 09:36:08.224336
F4117,Item Master - Service/Warranty Extension,PRRPRBL,Repairable Flag,Character,1,17,2025-07-15 09:36:08.224336
F4117,Item Master - Service/Warranty Extension,PRCCOST,S/WM Cost Component,String,3,18,2025-07-15 09:36:08.224336
F4117,Item Master - Service/Warranty Extension,PRRETPOL,Return Policy,Character,1,19,2025-07-15 09:36:08.224336
F4117,Item Master - Service/Warranty Extension,PRSRYN,Eligible Supplier Recovery,Character,1,20,2025-07-15 09:36:08.224336
F4117,Item Master - Service/Warranty Extension,PRIBYN,Create Equipment Master,Character,1,21,2025-07-15 09:36:08.224336
F4117,Item Master - Service/Warranty Extension,PRVMRS33,Component Code - Part,String,10,22,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHKCOO,Order Company (Order Number),String,5,1,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHDOCO,Document (Order No  Invoice  etc.),Numeric,8,2,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHDCTO,Order Type,String,2,3,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHSFXO,Order Suffix,String,3,4,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHMCU,Business Unit,String,12,5,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHCO,Company,String,5,6,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHOKCO,Document Company (Original Order),String,5,7,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHOORN,Original Order Number,String,8,8,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHOCTO,Original Order Type,String,2,9,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHRKCO,Company - Key (Related Order),String,5,10,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHRORN,Related PO/SO/WO Number,String,8,11,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHRCTO,Related PO/SO/WO Order Type,String,2,12,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHAN8,Address Number,Numeric,8,13,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHSHAN,Address Number - Ship To,Numeric,8,14,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHPA8,Address Number - Parent,Numeric,8,15,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHDRQJ,Date - Requested,Date,6,16,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHTRDJ,Date - Order/Transaction,Date,6,17,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHPDDJ,Date - Scheduled Pick,Date,6,18,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHOPDJ,Date - Original Promised Delivery,Date,6,19,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHADDJ,Date - Actual Ship Date,Date,6,20,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHCNDJ,Date - Cancel,Date,6,21,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHPEFJ,Date - Price Effective Date,Date,6,22,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHPPDJ,Date - Promised Shipment,Date,6,23,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHVR01,Reference,String,25,24,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHVR02,Reference 2,String,25,25,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHDEL1,Delivery Instructions Line 1,String,30,26,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHDEL2,Delivery Instructions Line 2,String,30,27,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHINMG,Print Message,String,10,28,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHPTC,Payment Terms Code,String,3,29,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHRYIN,Payment Instrument,Character,1,30,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHASN,Price and Adjustment Schedule,String,8,31,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHPRGP,Pricing Group,String,8,32,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHTRDC,Discount - Trade,Numeric,7,33,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHPCRT,Percent - Retainage,Numeric,7,34,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHTXA1,Tax Rate/Area,String,10,35,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHEXR1,Tax Expl Code 1,String,2,36,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHTXCT,Certificate  Tax Exemption,String,20,37,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHATXT,Associated Text,Character,1,38,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHPRIO,Priority - Processing,Character,1,39,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHBACK,Backorders Allowed (Y/N),Character,1,40,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHSBAL,Substitutes Allowed (Y/N),Character,1,41,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHHOLD,Hold Orders Code,String,2,42,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHPLST,Price Pick List (Y/N),Character,1,43,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHINVC,Invoice Copies,Numeric,2,44,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHNTR,Nature of Transaction,String,2,45,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHANBY,Buyer Number,Numeric,8,46,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHCARS,Carrier Number,Numeric,8,47,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHMOT,Mode of Transport,String,3,48,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHCOT,Conditions of Transport,String,3,49,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHROUT,Route Code,String,3,50,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHSTOP,Stop Code,String,3,51,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHZON,Zone Number,String,3,52,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHCNID,Container I.D.,String,20,53,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHFRTH,Freight Handling Code,String,3,54,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHAFT,Apply Freight - Y/N,Character,1,55,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHFUF1,AIA Document Flag,Character,1,56,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHFRTC,Freight Calculated (Y/N),Character,1,57,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHMORD,Merge Orders (Y/N),Character,1,58,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHRCD,Reason Code,String,3,59,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHFUF2,Post Quantities,Character,1,60,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHOTOT,Amount - Order Gross,Numeric,15,61,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHTOTC,Amount - Total Cost,Numeric,15,62,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHWUMD,Unit of Measure - Weight Display,String,2,63,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHVUMD,Unit of Measure - Volume Display,String,2,64,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHAUTN,Authorization Number - Credit Approval,String,10,65,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHCACT,Account Number - Credit/Bank,String,25,66,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHCEXP,Date - Expired (Julian),Date,6,67,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHSBLI,Subledger Inactive Code,Character,1,68,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHCRMD,Send Method,Character,1,69,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHCRRM,Currency Mode-Foreign or Domestic Entry,Character,1,70,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHCRCD,Currency Code - From,String,3,71,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHCRR,Currency Conversion Rate - Spot Rate,Numeric,15,72,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHLNGP,Language,String,2,73,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHFAP,Amount - Foreign Open,Numeric,15,74,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHFCST,Amount - Foreign Total Cost,Numeric,15,75,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHORBY,Ordered By,String,10,76,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHTKBY,Order Taken By,String,10,77,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHURCD,User Reserved Code,String,2,78,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHURDT,User Reserved Date,Date,6,79,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHURAT,User Reserved Amount,Numeric,15,80,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHURAB,User Reserved Number,Numeric,8,81,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHURRF,User Reserved Reference,String,15,82,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHUSER,User ID,String,10,83,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHPID,Program ID,String,10,84,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHJOBN,Work Station ID,String,10,85,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHUPMJ,Date - Updated,Date,6,86,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHTDAY,Time of Day,Numeric,6,87,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHIR01,Integration Reference 01,String,30,88,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHIR02,Integration Reference 02,String,30,89,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHIR03,Integration Reference 03,String,30,90,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHIR04,Integration Reference 04,String,30,91,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHIR05,Integration Reference 05,String,30,92,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHVR03,Reference,String,25,93,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHSOOR,Source of Order,Integer,11,94,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHPMDT,Scheduled Shipment Time,Numeric,6,95,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHRSDT,Promised Delivery Time,Numeric,6,96,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHRQSJ,Date - Requested Ship,Date,6,97,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHPSTM,Time - Future Time 2,Numeric,6,98,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHPDTT,Time - Scheduled Pick,Numeric,6,99,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHOPTT,Time - Original Promised Delivery,Numeric,6,100,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHDRQT,Requested Delivery Time,Numeric,6,101,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHADTM,Actual Shipment Time,Numeric,6,102,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHADLJ,Date - Actual Delivery,Date,6,103,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHPBAN,Address Number - Paid By,Numeric,8,104,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHITAN,Address Number - Invoiced To,Numeric,8,105,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHFTAN,Address Number - Forwarded To,Numeric,8,106,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHDVAN,Address Number - Deliver To,Numeric,8,107,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHDOC1,Document (Order #  Invoice  etc.),Numeric,8,108,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHDCT4,Document Type,String,2,109,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHCORD,Change Order Number,Numeric,3,110,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHBSC,Buying Segment Code,String,10,111,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHBCRC,Currency Code - Base,String,3,112,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHAUFT,Address Number to use for Tax,Character,1,113,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHAUFI,Address Number to use for Transportation,Character,1,114,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHOPBO,OP Business Objective,String,30,115,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHOPTC,OP Total Cost,Numeric,15,116,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHOPLD,OP Latest Line Date,Date,6,117,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHOPBK,OP Number of Backorders,Numeric,15,118,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHOPSB,OP Number of Substitutes,Numeric,15,119,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHOPPS,OP Promised Status,String,30,120,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHOPPL,OP Partial Order Shipment,Character,1,121,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHOPMS,OP Allow Multi Source,Character,1,122,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHOPSS,OP Allow Substitutes,Character,1,123,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHOPBA,OP Allow Backorders,Character,1,124,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHOPLL,OP Partial Ship Line Items,Character,1,125,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHPRAN8,Partner Address Number,Numeric,8,126,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHOPPID,Opportunity Number,Numeric,15,127,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHSDATTN,Sold To Attention,String,50,128,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHSPATTN,Ship To Attention,String,50,129,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHOTIND,Order Type Indicator,Character,1,130,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHPRCIDLN,Partner Contact Line Number ID,Numeric,5,131,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHCCIDLN,Customer Contact Line Number ID,Numeric,5,132,2025-07-15 09:36:08.224336
F4201,Sales Order Header File,SHSHCCIDLN,Ship To Cust Contact Line Num ID,Numeric,5,133,2025-07-15 09:36:08.224336
F4100,Location Master,LMMCU,Business Unit,String,12,1,2025-07-15 09:36:08.224336
F4100,Location Master,LMLOCN,Location,String,20,2,2025-07-15 09:36:08.224336
F4100,Location Master,LMAISL,Aisle,String,8,3,2025-07-15 09:36:08.224336
F4100,Location Master,LMBIN,Bin,String,8,4,2025-07-15 09:36:08.224336
F4100,Location Master,LMLA03,Category Code - Location 03,String,4,5,2025-07-15 09:36:08.224336
F4100,Location Master,LMLA04,Category Code - Location 04,String,4,6,2025-07-15 09:36:08.224336
F4100,Location Master,LMLA05,Category Code - Location 05,String,4,7,2025-07-15 09:36:08.224336
F4100,Location Master,LMLA06,Category Code - Location 06,String,4,8,2025-07-15 09:36:08.224336
F4100,Location Master,LMLA07,Category Code - Location 07,String,4,9,2025-07-15 09:36:08.224336
F4100,Location Master,LMLA08,Category Code - Location 08,String,4,10,2025-07-15 09:36:08.224336
F4100,Location Master,LMLA09,Category Code - Location 09,String,4,11,2025-07-15 09:36:08.224336
F4100,Location Master,LMLA10,Category Code - Location 10,String,4,12,2025-07-15 09:36:08.224336
F4100,Location Master,LMLLDL,Level of Detail - Location,Character,1,13,2025-07-15 09:36:08.224336
F4100,Location Master,LMSTY1,Group - Location Dimension,String,6,14,2025-07-15 09:36:08.224336
F4100,Location Master,LMCGRP,Group - Location Characteristics,String,6,15,2025-07-15 09:36:08.224336
F4100,Location Master,LMLHLD,Hold Code - Location,String,2,16,2025-07-15 09:36:08.224336
F4100,Location Master,LMFREZ,Freeze Rule,Character,1,17,2025-07-15 09:36:08.224336
F4100,Location Master,LMNETA,Nettable Allocatable Code,Character,1,18,2025-07-15 09:36:08.224336
F4100,Location Master,LMMNUP,Percentage - Minimum Putaway,Numeric,5,19,2025-07-15 09:36:08.224336
F4100,Location Master,LMMNUK,Percentage - Minimum Pick,Numeric,5,20,2025-07-15 09:36:08.224336
F4100,Location Master,LMLCOD,Code - Location Tax Status,String,2,21,2025-07-15 09:36:08.224336
F4100,Location Master,LMMMTH,Move Method Code,String,4,22,2025-07-15 09:36:08.224336
F4100,Location Master,LMEQTY,Container Code,String,5,23,2025-07-15 09:36:08.224336
F4100,Location Master,LMCTNF,Carton Recommendation (Y/N),Character,1,24,2025-07-15 09:36:08.224336
F4100,Location Master,LMMCNT,Mix Containers (Y/N),Character,1,25,2025-07-15 09:36:08.224336
F4100,Location Master,LMMLOT,Mix Dates / Lots (Y/N),Character,1,26,2025-07-15 09:36:08.224336
F4100,Location Master,LMMITM,Maximum Number of Items,Numeric,2,27,2025-07-15 09:36:08.224336
F4100,Location Master,LMSTAG,Staging Location (Y/N),Character,1,28,2025-07-15 09:36:08.224336
F4100,Location Master,LMLVER,Code - Location Verification,String,5,29,2025-07-15 09:36:08.224336
F4100,Location Master,LMPCNF,Storage Confirmation Required (Y/N),Character,1,30,2025-07-15 09:36:08.224336
F4100,Location Master,LMKCNF,Retrieval Confirmation Required (Y/N),Character,1,31,2025-07-15 09:36:08.224336
F4100,Location Master,LMAPUT,Allow Putaway (Y/N),Character,1,32,2025-07-15 09:36:08.224336
F4100,Location Master,LMAPIK,Allow Pick (Y/N),Character,1,33,2025-07-15 09:36:08.224336
F4100,Location Master,LMARPL,Allow Replenishment (Y/N),Character,1,34,2025-07-15 09:36:08.224336
F4100,Location Master,LMPZON,Zone - Putaway,String,6,35,2025-07-15 09:36:08.224336
F4100,Location Master,LMKZON,Zone - Picking,String,6,36,2025-07-15 09:36:08.224336
F4100,Location Master,LMZONR,Zone - Replenishment,String,6,37,2025-07-15 09:36:08.224336
F4100,Location Master,LMSTGP,Staging Location - Putaway,String,20,38,2025-07-15 09:36:08.224336
F4100,Location Master,LMSTGK,Staging Location - Picking,String,20,39,2025-07-15 09:36:08.224336
F4100,Location Master,LMSTGR,Staging Location - Replenishment,String,20,40,2025-07-15 09:36:08.224336
F4100,Location Master,LMWSQP,Sequence Code - Putaway,Numeric,5,41,2025-07-15 09:36:08.224336
F4100,Location Master,LMWSQQ,Sequence Code - Picking,Numeric,5,42,2025-07-15 09:36:08.224336
F4100,Location Master,LMWSQR,Sequence Code - Replenishment,Numeric,5,43,2025-07-15 09:36:08.224336
F4100,Location Master,LMDISX,Latitude,Numeric,5,44,2025-07-15 09:36:08.224336
F4100,Location Master,LMDISY,Longitude,Numeric,5,45,2025-07-15 09:36:08.224336
F4100,Location Master,LMDISZ,Height,Numeric,5,46,2025-07-15 09:36:08.224336
F4100,Location Master,LMEQTP,Equipment Type,String,3,47,2025-07-15 09:36:08.224336
F4100,Location Master,LMURCD,User Reserved Code,String,2,48,2025-07-15 09:36:08.224336
F4100,Location Master,LMURDT,User Reserved Date,Date,6,49,2025-07-15 09:36:08.224336
F4100,Location Master,LMURAT,User Reserved Amount,Numeric,15,50,2025-07-15 09:36:08.224336
F4100,Location Master,LMURAB,User Reserved Number,Numeric,8,51,2025-07-15 09:36:08.224336
F4100,Location Master,LMURRF,User Reserved Reference,String,15,52,2025-07-15 09:36:08.224336
F4100,Location Master,LMOT1Y,Potency Control,Character,1,53,2025-07-15 09:36:08.224336
F4100,Location Master,LMOT2Y,Grade Control,Character,1,54,2025-07-15 09:36:08.224336
F4100,Location Master,LMUSER,User ID,String,10,55,2025-07-15 09:36:08.224336
F4100,Location Master,LMPID,Program ID,String,10,56,2025-07-15 09:36:08.224336
F4100,Location Master,LMJOBN,Work Station ID,String,10,57,2025-07-15 09:36:08.224336
F4100,Location Master,LMUPMJ,Date - Updated,Date,6,58,2025-07-15 09:36:08.224336
F4100,Location Master,LMTDAY,Time of Day,Numeric,6,59,2025-07-15 09:36:08.224336
F4100,Location Master,LMMIXL,Mix Item/Lot,Character,1,60,2025-07-15 09:36:08.224336
F4100,Location Master,LMMPTL,Merge Partials,Character,1,61,2025-07-15 09:36:08.224336
F4100,Location Master,LMMUMS,Merge Unit of Measure Structures,Character,1,62,2025-07-15 09:36:08.224336
F4105,Item Cost File,COITM,Item Number - Short,Numeric,8,1,2025-07-15 09:36:08.224336
F4105,Item Cost File,COLITM,2nd Item Number,String,25,2,2025-07-15 09:36:08.224336
F4105,Item Cost File,COAITM,3rd Item Number,String,25,3,2025-07-15 09:36:08.224336
F4105,Item Cost File,COMCU,Business Unit,String,12,4,2025-07-15 09:36:08.224336
F4105,Item Cost File,COLOCN,Location,String,20,5,2025-07-15 09:36:08.224336
F4105,Item Cost File,COLOTN,Lot/Serial Number,String,30,6,2025-07-15 09:36:08.224336
F4105,Item Cost File,COLOTG,Lot Grade,String,3,7,2025-07-15 09:36:08.224336
F4105,Item Cost File,COLEDG,Cost Method,String,2,8,2025-07-15 09:36:08.224336
F4105,Item Cost File,COUNCS,Amount - Unit Cost,Numeric,15,9,2025-07-15 09:36:08.224336
F4105,Item Cost File,COCSPO,Costing Selection - Purchasing,Character,1,10,2025-07-15 09:36:08.224336
F4105,Item Cost File,COCSIN,Costing Selection - Inventory,Character,1,11,2025-07-15 09:36:08.224336
